lote_num,tiempo_inicio,tiempo_ciclo,tiempo_total_fab,defectos_espesor_irregular,defectos_burbujas,defectos_rebabas_mal_cortadas,defectos_deformaciones,defectos_rosca_no_funcional,defectos_roturas,defectos_volumen_incorrecto,defectos_espesor_incorrecto,defectos_totales_lote,fallos_acum_extrusora,fallos_acum_molde,fallos_acum_limpieza,fallos_acum_cuchilla,pct_petr,temp_fundido,uniformidad_calentamiento,tasa_enfriamiento,temp_ambiente
12409,427198.4926462135,31.0,427229.4926462135,2,0,0,0,0,0,2,2,6,0,0,2,9,0,250,1.015950564536698,1.1366925246036357,23.326957583282653
12410,427229.4926462135,32.09333111328306,427261.5859773268,0,0,0,3,0,0,3,0,6,0,0,2,9,0,250,0.8122816190749793,0.9397385974747602,22.4731874510998
12411,427261.5859773268,33.49060485226801,427295.07658217906,2,0,0,1,0,1,2,0,6,0,0,2,9,20,280,1.161771431395491,0.885046204616174,26.431689389200255
12412,427295.07658217906,31.217070589773357,427326.2936527688,0,0,0,0,0,0,4,2,6,0,0,2,9,20,250,1.1232365856219255,1.1556329533124128,35.004830286376176
12413,427326.2936527688,33.10073730594013,427359.39439007477,0,0,1,1,0,0,3,1,6,0,0,2,9,20,280,1.1721432525294273,0.9265447930316528,28.151301980708674
12414,427359.39439007477,35.54848222032888,427394.9428722951,2,0,0,0,0,0,2,2,6,0,0,2,9,50,250,1.074304412407534,0.902878137201068,39.6855034266934
12415,427394.9428722951,31.0,427425.9428722951,1,0,0,1,0,0,3,1,6,0,0,2,9,20,280,1.025271871671056,1.1937763469061249,13.747398743468175
12416,427425.9428722951,31.353157708363142,427457.29603000346,2,1,0,0,0,0,1,2,6,0,0,2,9,50,260,1.1437502472625494,1.0642419362291908,28.722677550385242
12417,427457.29603000346,31.503221496997867,427488.79925150046,1,0,0,1,1,0,1,2,6,0,0,2,9,0,260,0.8813953740836364,1.1890532102529132,39.2842974141459
12418,427488.79925150046,35.12646435119677,427523.92571585166,1,0,0,1,0,0,4,0,6,0,0,2,9,0,280,0.8546414178987332,0.8132553120642395,28.501246751093735
12419,427523.92571585166,32.044536628294736,427555.97025247995,0,0,0,0,0,0,1,5,6,0,0,2,9,0,260,0.8556328975226428,0.9432328169906876,22.47101889340567
12420,427555.97025247995,34.6850291218725,427590.6552816018,1,0,0,1,0,0,4,0,6,0,0,2,9,0,250,1.1957168103886966,0.9247994018776625,37.27279026329481
12421,427590.6552816018,31.0,427621.6552816018,0,0,0,0,0,0,4,2,6,0,0,2,9,0,260,1.0747104449578204,1.1007943061476144,21.935524821475028
12422,427621.6552816018,31.0,427652.6552816018,1,0,0,0,0,0,2,3,6,0,0,2,9,0,270,1.191007560723125,1.1221696689894833,23.8669819838251
12423,427652.6552816018,32.84323044947814,427685.4985120513,0,0,0,1,0,0,4,1,6,0,0,2,9,50,250,0.9554852941429142,0.8668496882860609,14.078089224876647
12424,427685.4985120513,32.80958199733868,427718.30809404864,2,0,0,1,0,0,3,0,6,0,0,2,9,20,280,1.034551464488829,1.0848493441290707,39.900227576746175
12425,427718.30809404864,31.822300939937122,427750.1303949886,1,0,0,1,0,0,1,3,6,0,0,2,9,20,270,1.0096818095611941,1.1144695725967435,36.02556999379958
12426,427750.1303949886,34.09374051191844,427784.2241355005,1,0,0,3,0,0,1,1,6,0,0,2,9,20,280,0.8623239158136111,0.9399432981914303,35.41707279621096
12427,427784.2241355005,32.94171221955912,427817.16584772005,1,0,0,0,0,0,4,1,6,0,0,2,9,20,260,0.8998750672281535,0.9072095965302883,25.123753111525673
12428,427817.16584772005,31.0,427848.16584772005,1,0,0,1,0,0,1,3,6,0,0,2,9,20,260,1.014950843101796,1.09516692292135,24.669825991864116
12429,427848.16584772005,33.29906137101352,427881.46490909107,0,0,0,1,0,0,5,0,6,0,0,2,9,0,250,1.0727336048112281,0.839215923942704,10.128555757788266
12430,427881.46490909107,33.8593155174749,427915.32422460854,1,0,0,3,0,0,2,0,6,0,0,2,9,20,270,1.0837735111140447,0.9609634737259592,35.962028449380135
12431,427915.32422460854,31.0,427946.32422460854,1,0,0,0,1,0,1,3,6,0,0,2,9,20,270,1.1940017138959882,1.1134056342771244,21.473334678045322
12432,427946.32422460854,32.4085186025477,427978.7327432111,0,0,0,0,0,0,4,2,6,0,0,2,9,20,260,1.1266214147933251,0.9736990460311414,28.087262184669367
12433,427978.7327432111,31.0,428009.7327432111,0,0,0,1,2,0,1,2,6,0,0,2,9,0,250,1.053170661956405,1.053960864477014,18.51208644821157
12434,428009.7327432111,33.00513271737145,428042.73787592846,0,0,0,0,0,0,3,3,6,0,0,2,9,50,260,0.9905932948838725,0.8738882391854771,21.952139199390885
12435,428042.73787592846,31.0,428073.73787592846,1,0,0,0,0,0,2,2,5,0,0,2,9,50,260,0.9429722626303272,1.1307414272774405,31.405689380243516
12436,428073.73787592846,31.11497478064848,428104.8528507091,2,0,0,0,1,0,3,0,6,0,0,2,9,20,280,0.9621722106552766,1.194253787964899,37.060367984291325
12437,428104.8528507091,31.0,428135.8528507091,0,0,0,0,0,0,4,2,6,0,0,2,9,0,260,1.1574254988414716,1.1283297854062397,20.598484903806202
12438,428135.8528507091,36.010022829286754,428171.8628735384,1,0,0,3,0,0,1,1,6,0,0,2,9,0,270,1.1251293003840175,0.8723214954629477,39.12770360571734
12439,428171.8628735384,34.79366082174238,428206.65653436014,2,0,0,1,0,0,2,1,6,0,0,2,9,50,280,0.8406075548221741,0.8239540634679198,27.7863019027962
12440,428206.65653436014,31.0,428237.65653436014,1,0,0,1,0,0,4,0,6,0,0,2,9,50,250,1.1076880781266094,1.160203766904734,32.84654626356418
12441,428237.65653436014,31.0,428268.65653436014,2,0,0,0,0,0,3,1,6,0,0,2,9,50,270,1.091521072774594,1.1339747630303219,17.120197618175283
12442,428268.65653436014,32.29383744124789,428300.9503718014,1,0,0,1,1,0,1,1,5,0,0,2,9,20,250,0.9608661239102281,0.9924326885431245,29.04432071615412
12443,428300.9503718014,31.0,428331.9503718014,3,0,0,1,0,0,2,0,6,0,0,2,9,50,280,1.0225370084554164,1.1841449470942678,23.31872018457486
12444,428331.9503718014,33.390710203850176,428365.34108200524,2,0,0,2,0,0,1,1,6,0,0,2,9,0,270,0.9881387590197874,0.8338712843224058,10.405593602730745
12445,428365.34108200524,31.0,428396.34108200524,2,0,0,0,0,0,4,0,6,0,0,2,9,20,250,1.1707965613334472,1.0595159598891477,20.04826789740632
12446,428396.34108200524,31.0,428427.34108200524,4,0,0,0,0,0,1,1,6,0,0,2,9,20,270,0.9567311893586228,1.136360528095202,18.344125650005257
12447,428427.34108200524,32.64766491833143,428459.98874692357,0,0,0,0,0,0,3,2,5,0,0,2,9,50,260,1.1488323053019487,1.0015213619731296,32.20643633661997
12448,428459.98874692357,34.747585291741416,428494.7363322153,1,0,0,1,0,0,4,0,6,0,0,2,9,0,280,1.0871151446879166,0.877597104864057,33.169541367231965
12449,428494.7363322153,31.906895845895633,428526.6432280612,1,0,0,0,0,0,3,2,6,0,0,2,9,50,270,1.123657659268043,1.1191194384333403,36.92257991490477
12450,428526.6432280612,34.22159654204734,428560.86482460325,1,0,0,5,0,0,0,0,6,0,0,2,9,20,280,0.8255405038707604,0.9043561726844808,32.82709230580032
12451,428560.86482460325,31.181391518504824,428592.04621612176,0,1,0,0,1,0,2,2,6,0,0,2,9,20,260,0.9160312918074202,1.1895722121516286,37.18795043672628
12452,428592.04621612176,31.4662703826325,428623.5124865044,1,0,0,1,0,0,2,0,4,0,0,2,9,50,250,0.9363676202109352,1.0180736821453422,25.449137881125658
12453,428623.5124865044,31.244672902103048,428654.7571594065,1,0,0,0,0,0,5,0,6,0,0,2,9,50,270,1.1392747729679695,1.0879316935205239,29.919159609208112
12454,428654.7571594065,31.02353095455328,428685.78069036105,1,0,0,0,0,0,4,1,6,0,0,2,9,0,270,0.8565322547102391,0.9980429247751395,16.40883703045312
12455,428685.78069036105,31.404195770446677,428717.1848861315,0,0,1,0,0,0,5,0,6,0,0,2,9,20,270,1.1895694474695975,1.1011401800145828,32.14428368576771
12456,428717.1848861315,34.280813474964816,428751.46569960646,3,0,0,0,0,0,2,1,6,0,0,2,9,50,250,0.9045781397263907,0.9735223718035763,39.334313289111705
12457,428751.46569960646,34.47736853075912,428785.9430681372,1,0,0,2,0,0,2,1,6,0,0,2,9,20,250,1.1981724852665283,0.8787852639367484,31.773031584593696
12458,428785.9430681372,31.66462543333182,428817.60769357055,1,0,0,1,0,0,4,0,6,0,0,2,9,50,270,1.126082147249767,1.039346612212034,28.83492542821784
12459,428817.60769357055,32.86191132949898,428850.46960490005,3,0,0,0,0,0,3,0,6,0,0,2,9,20,270,0.9559126150681443,1.0778866402121052,39.687149481863614
12460,428850.46960490005,32.810126946424134,428883.2797318465,2,0,0,0,0,0,3,1,6,0,0,2,9,20,280,0.860547679518154,0.8913221516355888,22.512513027709918
12461,428883.2797318465,31.0,428914.2797318465,1,0,0,0,0,0,4,1,6,0,0,2,9,20,270,0.9000678482536186,1.1626144073196751,16.959777066041003
12462,428914.2797318465,31.0,428945.2797318465,0,0,0,2,1,0,1,2,6,0,0,2,9,0,250,1.1513529864718637,1.1613554726293045,11.301139303617598
12463,428945.2797318465,33.51826852321392,428978.7980003697,1,0,0,0,0,0,3,2,6,0,0,2,9,20,250,1.1832001444910936,1.0116218581857,38.29507855262777
12464,428978.7980003697,33.35380296065705,429012.15180333034,0,0,0,3,0,0,1,2,6,0,0,2,9,20,270,1.0205456111798008,0.8360153774500414,13.398148942095355
12465,429012.15180333034,32.15246375661809,429044.30426708696,1,0,0,1,0,0,2,2,6,0,0,2,9,20,260,0.9071983589686611,0.955449537159982,24.50813443776121
12466,429044.30426708696,32.01644115999807,429076.32070824696,0,0,0,2,0,0,1,2,5,0,0,2,9,0,260,1.0992939983863073,0.9363124278951983,21.538103036704904
12467,429076.32070824696,32.30762590712402,429108.6283341541,2,0,0,0,0,0,4,0,6,0,0,2,9,0,280,1.1687067808750906,1.045135301438502,33.72039561243736
12468,429108.6283341541,31.0,429139.6283341541,0,0,0,1,0,0,5,0,6,0,0,2,9,50,270,1.0428838371311104,1.0404174450797221,18.187219381699304
12469,429139.6283341541,34.33614966267487,429173.96448381676,0,0,0,2,0,0,3,1,6,0,0,2,9,50,260,1.0945004702607637,0.9560523508844927,38.156680779262814
12470,429173.96448381676,34.714740230643656,429208.6792240474,2,0,0,0,0,0,3,0,5,0,0,2,9,50,270,0.8491959615089253,0.8898147234748982,34.18277795495446
12471,429208.6792240474,31.0,429239.6792240474,2,0,0,0,0,0,4,0,6,0,0,2,9,50,270,0.8227278011177692,1.1709568687408147,33.1606113770585
12472,429239.6792240474,31.786993053625338,429271.466217101,0,0,0,0,0,0,3,3,6,0,0,2,9,20,260,1.1220807777028021,0.9384536262477858,15.036671265948504
12473,429271.466217101,32.92799247865332,429304.3942095797,1,0,0,1,0,0,2,1,5,0,0,2,9,50,260,1.1070842662991018,0.9351309273311337,27.865920349680152
12474,429304.3942095797,31.000825074268505,429335.39503465395,3,0,0,1,0,0,0,2,6,0,0,2,9,0,280,1.0377950230295028,0.9999312485378883,14.47976436891816
12475,429335.39503465395,32.44191643636441,429367.8369510903,1,0,0,1,0,0,1,2,5,0,0,2,9,20,270,1.194155139634093,0.9747838656362671,28.41766280684892
12476,429367.8369510903,31.0,429398.8369510903,0,0,0,2,0,0,3,1,6,0,0,2,9,20,270,0.8273030373896698,1.1588819204279552,13.460124044422493
12477,429398.8369510903,31.789118510962,429430.6260696013,0,0,0,3,1,0,1,1,6,0,0,2,9,0,250,0.8396521348957812,1.1219584051898857,36.36965703680484
12478,429430.6260696013,33.00360610440839,429463.6296757057,0,0,0,1,0,0,3,2,6,0,0,2,9,50,260,0.8660760075992955,1.021884457132795,36.142952746289964
12479,429463.6296757057,31.62568810780067,429495.2553638135,1,0,0,1,0,0,4,0,6,0,0,2,9,0,270,1.137150821080099,0.973080142875988,22.326313624426255
12480,429495.2553638135,31.498585854948033,429526.75394966843,1,0,0,0,0,0,4,1,6,0,0,2,9,20,250,0.960787656243885,1.131559337498917,35.151721450864635
12481,429526.75394966843,31.0,429557.75394966843,1,0,0,0,0,0,3,2,6,0,0,2,9,0,270,1.0654320816110825,1.0987044742466212,18.764519288632457
12482,429557.75394966843,32.78519796038745,429590.5391476288,0,0,0,1,0,0,4,1,6,0,0,2,9,20,270,0.9741289549575864,0.8704989246075194,16.30037396959573
12483,429590.5391476288,31.0,429621.5391476288,1,0,0,0,1,0,2,1,5,0,0,2,9,50,260,1.1353171627463992,1.0834193861515566,22.806068595973777
12484,429621.5391476288,31.0,429652.5391476288,2,0,0,0,1,0,3,0,6,0,0,2,9,50,250,1.1052821157274537,1.086641284764561,12.118924942905448
12485,429652.5391476288,31.0,429683.5391476288,0,0,0,2,0,0,4,0,6,0,0,2,9,20,280,1.1171947904457002,1.1809018580329043,14.6553252703137
12486,429683.5391476288,33.66555128892651,429717.20469891775,0,0,0,4,0,0,2,0,6,0,0,2,9,0,280,1.0064663235757543,1.0045510482252347,38.54629529835565
12487,429717.20469891775,32.70780220913002,429749.9125011269,3,0,0,0,1,0,1,1,6,0,0,2,9,20,250,0.9610497946005612,0.9707114339687479,29.817292126645842
12488,429749.9125011269,31.559747940977104,429781.47224906785,2,0,0,0,0,0,3,1,6,0,0,2,9,50,280,0.8837293008669748,1.1744596569628905,38.64912676355202
12489,429781.47224906785,31.320547008654103,429812.7927960765,1,1,0,0,0,0,3,1,6,0,0,2,9,20,260,0.9288775916755837,1.173475178168547,37.00014220475523
12490,429812.7927960765,31.0,429843.7927960765,2,0,0,0,0,0,2,2,6,0,0,2,9,0,280,0.9716990027209949,1.182896156871237,22.12115974675737
12491,429843.7927960765,31.675946958654094,429875.46874303516,1,0,0,0,0,0,3,2,6,0,0,2,9,50,260,0.8306640022308859,0.9948512463427782,24.842574321440466
12492,429875.46874303516,32.92066711047664,429908.38941014564,2,0,0,0,0,0,3,1,6,0,0,2,9,50,250,0.814084081672968,0.8620276531839157,13.837627725689714
12493,429908.38941014564,33.48326788371196,429941.87267802935,0,0,0,2,0,0,2,2,6,0,0,2,9,0,250,0.8739179023740906,0.8790895713261627,25.749957543297704
12494,429941.87267802935,31.0,429972.87267802935,1,0,0,1,1,0,3,0,6,0,0,2,9,50,270,1.1678722241145114,1.0751404395972728,21.901543986238433
12495,429972.87267802935,31.708812085562386,430004.5814901149,1,0,0,1,0,0,4,0,6,0,0,2,9,20,280,1.1660834901980697,0.9442267238815978,17.26430125721567
12496,430004.5814901149,32.510833577252924,430037.09232369217,1,0,0,0,0,0,2,3,6,0,0,2,9,50,260,0.8889522291688396,0.9368247585351549,25.192926338636624
12497,430037.09232369217,33.83308161387686,430070.92540530604,1,0,0,0,0,0,4,0,5,0,0,2,9,20,260,0.9161242512323303,0.9122666050915827,31.319510307372536
12498,430070.92540530604,33.57852919911966,430104.50393450516,2,0,0,2,0,0,2,0,6,0,0,2,9,20,280,1.0286708415820371,0.8808811747565531,26.556261321546938
12499,430104.50393450516,31.0,430135.50393450516,1,0,0,0,0,0,5,0,6,0,0,2,9,50,250,1.0603739770118423,1.0731017096993791,10.70407785895864
12500,430135.50393450516,33.30582612613216,430168.8097606313,3,0,0,0,0,0,3,0,6,0,0,2,9,50,270,0.8276846979639699,0.8388190863085635,11.076801856171693
12501,430168.8097606313,32.64300500106765,430201.45276563236,2,0,0,0,1,0,3,0,6,0,0,2,9,50,250,1.1005946572162864,1.0076634927894386,32.71177079182887
12502,430201.45276563236,31.31536334194243,430232.7681289743,0,0,0,1,2,0,0,3,6,0,0,2,9,0,260,0.9480417747385909,1.158763130482765,35.910968933836784
12503,430232.7681289743,32.341261759458575,430265.10939073376,1,0,0,1,0,0,3,1,6,0,0,2,9,0,280,0.8709321830935468,0.8994651492771687,12.87324001686084
12504,430265.10939073376,31.0,430296.10939073376,0,0,0,0,1,0,1,4,6,0,0,2,9,0,260,0.8336602616874195,1.0533180910017912,17.55079011565804
12505,430296.10939073376,31.0,430327.10939073376,0,0,0,1,0,1,4,0,6,0,0,2,9,50,250,1.1619685557677417,1.1610029219651905,15.666693495880754
12506,430327.10939073376,31.4404667429626,430358.5498574767,5,0,0,1,0,0,0,0,6,0,0,2,9,20,280,0.8406477443006632,0.9645940339644293,18.653317610650824
12507,430358.5498574767,32.49027142947307,430391.0401289062,2,0,0,0,0,0,4,0,6,0,0,2,9,50,260,1.0188541579753705,1.0314120468217176,33.75610572984933
12508,430391.0401289062,33.15984058979666,430424.199969496,0,0,0,1,0,0,4,1,6,0,0,2,9,20,270,0.8219452850018197,0.8686268239830232,22.435989274100542
12509,430424.199969496,34.95726034871768,430459.1572298447,4,0,0,0,0,0,2,0,6,0,0,2,9,50,280,0.9993557368856401,0.825268080345169,28.87702978050348
12510,430459.1572298447,35.17644536111038,430494.3336752058,0,0,0,0,0,0,2,3,5,0,0,2,9,20,260,0.8992971400881832,0.8514251392140376,32.873216385664165
12511,430494.3336752058,32.51984743156936,430526.8535226374,2,0,0,0,0,0,4,0,6,0,0,2,9,0,280,1.0400963703233104,0.911829291491325,22.658974782918534
12512,430526.8535226374,31.523186525446363,430558.37670916284,0,0,0,2,0,0,3,1,6,0,0,2,9,20,250,0.9094953826499521,0.9582225718380905,12.36525957658116
12513,430558.37670916284,31.0,430589.37670916284,2,0,0,1,0,0,1,1,5,0,0,2,9,0,260,1.0264515118458188,1.0508012089618695,18.778376040834267
12514,430589.37670916284,31.0,430620.37670916284,0,0,0,0,0,0,2,4,6,0,0,2,9,50,260,1.1249940349226812,1.192800316053096,28.473160665546903
12515,430620.37670916284,33.71156101790257,430654.08827018074,1,0,0,4,0,0,1,0,6,0,0,2,9,50,270,1.167919018489733,0.8521433518496836,24.278426617431
12516,430654.08827018074,31.731116216047667,430685.8193863968,5,0,0,0,0,0,1,0,6,0,0,2,9,50,280,0.979551371555317,1.042993961609716,29.62819233970179
12517,430685.8193863968,31.608518779976293,430717.42790517677,0,0,0,2,0,0,3,1,6,0,0,2,9,0,280,1.0336221956762337,1.1524881724605127,37.418893186780224
12518,430717.42790517677,31.442143724125344,430748.8700489009,1,0,0,0,0,0,4,0,5,0,0,2,9,20,260,1.0855384233157916,1.0955759221717674,31.96739502826034
12519,430748.8700489009,32.17809491761727,430781.0481438185,0,0,0,0,0,0,4,2,6,0,0,2,9,50,260,0.8621107991677717,0.9802281169950124,27.103049232961435
12520,430781.0481438185,31.476819766277913,430812.5249635848,1,0,0,0,1,0,0,3,5,0,0,2,9,50,260,1.180162386570569,0.9799984962985132,21.85867090321037
12521,430812.5249635848,32.620729737740476,430845.1456933225,0,0,0,0,1,0,2,2,5,0,0,2,9,50,260,1.10027673043076,0.966532731965658,28.848398354411167
12522,430845.1456933225,31.0,430876.1456933225,0,0,0,0,0,0,2,3,5,0,0,2,9,0,260,1.090879636243542,1.186840826009676,30.01633208494031
12523,430876.1456933225,31.271503242256586,430907.4171965648,4,0,0,1,1,0,0,0,6,0,0,2,9,50,260,0.8437597247865404,1.1715478004986715,36.531335165937925
12524,430907.4171965648,33.109856431081425,430940.52705299587,1,0,0,2,0,0,3,0,6,0,0,2,9,50,270,1.1983550512041434,0.9501386046211595,30.48997319298262
12525,430940.52705299587,31.0,430971.52705299587,2,0,0,2,0,0,2,0,6,0,0,2,9,50,270,1.1082603091321117,1.1190315341761985,26.208487510472892
12526,430971.52705299587,31.494290863047354,431003.0213438589,3,0,0,0,0,0,3,0,6,0,0,2,9,20,250,1.0761410939460272,0.9998389114318844,23.940659731356945
12527,431003.0213438589,31.0,431034.0213438589,1,0,0,2,0,0,1,2,6,0,0,2,9,0,270,0.9029696152721995,1.1098540187134467,18.506781646490587
12528,431034.0213438589,33.61022072879132,431067.6315645877,0,0,0,1,0,0,3,2,6,0,0,2,9,50,260,0.9209415345061355,0.8213428272401445,17.482660111398705
12529,431067.6315645877,31.0,431098.6315645877,3,0,0,0,1,0,2,0,6,0,0,2,9,20,250,1.0414901097453628,1.1021721544510463,11.195279837322762
12530,431098.6315645877,31.901554888579994,431130.5331194763,1,0,0,1,0,0,4,0,6,0,0,2,9,50,250,1.1321465525773575,1.0907746632356718,34.72845140671032
12531,431130.5331194763,33.24857461254578,431163.78169408883,2,0,0,2,0,0,2,0,6,0,0,2,9,0,280,0.9314109556711243,0.9226758332118006,28.723142549801747
12532,431163.78169408883,31.0,431194.78169408883,3,0,0,1,0,0,2,0,6,0,0,2,9,0,280,0.8802046518105974,1.1695099608439878,10.235038958576695
12533,431194.78169408883,31.438938716019038,431226.22063280485,1,0,0,1,0,0,4,0,6,0,0,2,9,20,270,1.1270614787305588,0.9785522451087816,21.414305504298547
12534,431226.22063280485,31.145828085078392,431257.3664608899,0,0,0,0,0,0,3,3,6,0,0,2,9,0,260,0.8829161779159186,1.0825030817992922,28.730646363757238
12535,431257.3664608899,33.5492091573542,431290.9156700473,2,0,0,2,0,0,2,0,6,0,0,2,9,0,280,0.9998440366060961,0.8247870980620756,17.177687747659398
12536,431290.9156700473,31.0,431321.9156700473,0,0,0,1,0,0,1,3,5,0,0,2,9,0,260,1.040637521424983,1.1031226444548894,28.705814356521596
12537,431321.9156700473,33.59467038378352,431355.51034043106,1,0,0,0,0,0,4,1,6,0,0,2,9,50,260,0.9970059301709578,0.9544372107340442,33.85311226042855
12538,431355.51034043106,31.0,431386.51034043106,3,0,0,0,0,0,2,1,6,0,0,2,9,50,270,1.0300625863849127,1.193497915755748,30.69077340127049
12539,431386.51034043106,33.17988041281933,431419.6902208439,0,0,0,2,0,0,2,1,5,0,0,2,9,20,260,0.830137972876921,1.040200577507479,38.64362540778454
12540,431419.6902208439,31.0,431450.6902208439,1,0,0,0,0,0,3,1,5,0,0,2,9,50,260,1.1884845201227283,1.099937798658056,25.474617449055796
12541,431450.6902208439,31.0,431481.6902208439,1,0,0,1,0,0,4,0,6,0,0,2,9,50,250,0.8213504710864385,1.1002109500951351,13.393146062900545
12542,431481.6902208439,31.0,431512.6902208439,0,0,0,0,1,0,2,2,5,0,0,2,9,20,260,1.1768273132172795,1.060022917901367,12.151361655235062
12543,431512.6902208439,31.0,431543.6902208439,1,0,0,0,0,0,2,3,6,0,0,2,9,0,250,0.873992070286705,1.0495868044834218,21.216181481122327
12544,431543.6902208439,31.610332232085057,431575.30055307597,1,0,0,1,0,0,4,0,6,0,0,2,9,50,270,1.1917776064519954,1.1297839903552693,35.771454502422756
12545,431575.30055307597,31.0,431606.30055307597,1,0,0,1,0,0,4,0,6,0,0,2,9,20,250,1.0731555025731696,1.166120832045499,32.19322543775918
12546,431606.30055307597,36.40660738135921,431642.7071604573,1,0,0,1,0,0,2,2,6,0,0,2,9,20,270,1.037347460363281,0.834820295546982,37.42014543777191
12547,431642.7071604573,33.175256793387234,431675.8824172507,0,0,0,0,1,0,4,1,6,0,0,2,9,0,260,0.8011643181040263,0.8465455105957477,19.22408163636834
12548,431675.8824172507,31.0,431706.8824172507,0,0,0,0,0,0,3,3,6,0,0,2,9,0,260,1.1618562666298962,1.1943983365216944,29.771800190435204
12549,431706.8824172507,33.26129991549533,431740.1437171662,0,0,0,1,2,0,1,2,6,0,0,2,9,0,260,1.1160793181665043,0.8597549659779301,22.13048416659092
12550,431740.1437171662,33.73259806679562,431773.876315233,1,0,0,0,0,0,2,2,5,0,0,2,9,50,260,0.9714720459969581,0.8145202866175844,11.789857880892011
12551,431773.876315233,33.30858806130709,431807.1849032943,0,0,0,2,1,0,1,2,6,0,0,2,9,0,250,0.9534675210495056,0.9104418959384281,27.8846024304889
12552,431807.1849032943,31.0,431838.1849032943,3,1,0,0,0,0,1,1,6,0,0,2,9,50,270,1.0872297576868983,1.193939727073182,33.16124740997907
12553,431838.1849032943,33.69825216679601,431871.8831554611,1,0,0,2,0,0,3,0,6,0,0,2,9,0,280,0.8023411681298496,0.8987095179512525,29.156007892530543
12554,431871.8831554611,32.2773446944193,431904.1605001555,0,0,0,0,0,0,0,5,5,0,0,2,9,50,260,1.039164439216142,0.935915332069691,23.431951733648262
12555,431904.1605001555,31.617260767321568,431935.77776092285,0,0,0,3,0,0,1,2,6,0,0,2,9,0,280,0.8712425738970907,0.9510780684744955,15.82999427930876
12556,431935.77776092285,31.72379430977162,431967.5015552326,1,0,0,0,0,0,5,0,6,0,0,2,9,0,280,0.9849860581939542,0.9431149001516564,19.342080098813636
12557,431967.5015552326,32.3692630493897,431999.870818282,1,0,0,0,0,0,5,0,6,0,0,2,9,20,270,0.870155879463747,0.8975812620098734,18.36769520867079
12558,431999.870818282,34.16268392011989,432034.03350220213,1,0,0,3,0,0,2,0,6,0,0,2,9,0,280,0.8865040927661118,0.841582081729487,25.96085238214177
12559,432034.03350220213,31.0,432065.03350220213,1,0,0,0,1,0,2,2,6,0,0,2,9,20,270,0.9365312407473546,1.1373176087978962,22.0448655263652
12560,432065.03350220213,31.0,432096.03350220213,4,0,0,1,0,0,1,0,6,0,0,2,9,50,280,0.9305259076260555,1.072321536056925,21.842486140155685
12561,432096.03350220213,35.49601549631916,432131.52951769845,1,0,0,4,1,0,0,0,6,0,0,2,9,0,280,0.8337722715763545,0.8243109302540573,31.750727971409624
12562,432131.52951769845,35.180170221603476,432166.70968792005,1,0,0,0,0,0,3,2,6,0,0,2,9,0,270,0.8188881274845226,0.8160350444520099,29.115598843864195
12563,432166.70968792005,34.6362613462843,432201.34594926634,0,0,0,1,0,0,3,2,6,0,0,2,9,20,270,1.049276547223847,0.9591343082788333,39.985462481199676
12564,432201.34594926634,31.0,432232.34594926634,2,0,0,0,0,0,3,1,6,0,0,2,9,0,280,0.8652169711255059,1.079400313182052,10.629427448392272
12565,432232.34594926634,31.907433497544844,432264.2533827639,0,0,0,1,1,0,3,1,6,0,0,2,9,0,250,0.9687918089306993,0.9668075673816482,23.838482352424048
12566,432264.2533827639,31.519035398960114,432295.77241816284,3,0,0,0,0,0,3,0,6,0,0,2,9,20,270,1.010605552143945,1.090154836446652,32.073012733175695
12567,432295.77241816284,32.71577992202947,432328.4881980849,2,0,0,1,0,0,3,0,6,0,0,2,9,50,270,0.8569731642358759,0.8805044649149563,20.635974980220112
12568,432328.4881980849,35.050461730977986,432363.53865981585,1,0,0,1,0,0,3,1,6,0,0,2,9,50,270,1.1099684745069083,0.854460205196922,32.50124482397112
12569,432363.53865981585,35.519004388246685,432399.0576642041,2,0,0,1,0,0,3,0,6,0,0,2,9,0,280,1.1867279393692722,0.8254816280195534,31.998522157265857
12570,432399.0576642041,34.94312753982376,432434.0007917439,1,0,0,1,0,0,1,3,6,0,0,2,9,20,260,0.9719259614442124,0.8632217221507003,32.80624814392318
12571,432434.0007917439,31.0,432465.0007917439,1,0,0,1,0,0,2,2,6,0,0,2,9,0,260,1.1320981132271508,1.1109578894999197,14.102543914168294
12572,432465.0007917439,31.0,432496.0007917439,4,0,0,0,0,0,2,0,6,0,0,2,9,50,280,0.8907890940845272,1.0493017737248775,19.066315631298036
12573,432496.0007917439,31.717059129383415,432527.7178508733,0,0,0,0,1,0,2,2,5,0,0,2,9,50,260,1.0855364560636485,0.943614390552739,17.56900508704247
12574,432527.7178508733,31.0,432558.7178508733,0,0,0,2,0,0,1,2,5,0,0,2,9,50,260,1.1874943182588233,1.0825472150957485,21.278790323869266
12575,432558.7178508733,31.24692107643932,432589.96477194974,0,0,0,0,0,1,3,2,6,0,0,2,9,50,250,0.9607969081575012,1.1337179615076787,33.573027578659115
12576,432589.96477194974,31.0,432620.96477194974,1,0,0,1,0,0,3,1,6,0,0,2,9,0,280,1.1524887024333965,1.0108580574261665,19.589100975180123
12577,432620.96477194974,34.29618528170977,432655.26095723145,1,0,0,1,0,0,2,1,5,0,0,2,9,20,260,0.9571883983430416,0.8358215003452546,26.139130747089535
